Issue ID,Product,Component,Assignee,Status,Resolution,Summary,Changed
39768,Impress,open-import,wolframgarten,CLOSED,FIXED,impress crash when importing presentation from OO 1.1.x,2005/1/31 13:23
78658,Installation,code,olaf-openoffice,CLOSED,FIXED,User is not prevented to install Sparc packages on I386,2007/7/20 12:07
32623,Impress,code,christian.guenther,CLOSED,FIXED,OASIS2: Please test old and new XML file format in graphics applications,2005/2/3 15:57
31977,Installation,code,Joost.Andrae,CLOSED,FIXED,fontinstaller and dictinstaller don't work anymore,2004/11/23 11:16
32161,Impress,ui,christian.guenther,CLOSED,FIXED,text disappear when I switch between normal and outline view,2004/11/17 16:32
6379,Infrastructure,Website general issues,non-migrated,CLOSED,FIXED,monitoring data is not availabe since solaris migration,2003/12/6 14:52
35972,Impress,save-export,christian.guenther,CLOSED,FIXED,"PPT import good, but failure after save to ood",2005/1/24 12:51
56370,Impress,code,wolframgarten,CLOSED,FIXED,GPF when closing Draw/Impress and page in clipboard,2005/12/5 17:42
33641,Installation,code,b.osi.ooo,CLOSED,FIXED,NativeInstaller: indication of CWS build is missing in bootstrap.ini/rc,2004/10/12 14:24
34665,Infrastructure,Upgrade,non-migrated,CLOSED,FIXED,please allow re-assigning resolved issues (keeping the resolution),2007/2/15 0:21
36906,Installation,ui,uwe.luebbers,CLOSED,FIXED,New document and application icons for Windows desktop,2004/12/13 12:36
25921,Infrastructure,Bugzilla,nesshof,CLOSED,FIXED,issuezilla does not offer attachment capability,2010/11/10 15:45
9491,Impress,ui,christian.guenther,CLOSED,FIXED,Text element cross fade corrupts background,2003/9/8 16:54
1609,Infrastructure,_openoffice.org CVS (obsolete),lsuarezpotts,CLOSED,FIXED,inconsistent documentation about anonymous cvs access,2013/8/7 15:24
64110,Impress,open-import,christian.guenther,CLOSED,FIXED,I can't load a .sxi-file which contains a text with the interaction play sound.,2006/5/9 16:05
85350,Impress,code,christian.guenther,CLOSED,FIXED,autopilot presentation crashes if extension is installed,2011/3/15 8:27
55176,Internationalization,code,wolframgarten,CLOSED,FIXED,en-US UI List elements from resources files are german,2013/8/7 15:03
26608,Impress,ui,marc.neumann,CLOSED,FIXED,Header/Footer are visible as wrong objects in so60/so70,2005/1/3 9:58
38658,Installation,code,olaf-openoffice,CLOSED,FIXED,Error 1406 on win 98,2005/2/9 12:24
53218,Impress,ui,clippka,CLOSED,FIXED,crash while undo in outline view,2005/8/13 14:16
8870,Infrastructure,_openoffice.org CVS (obsolete),nesshof,CLOSED,FIXED,Correct branch tag on OOO_STABLE_1,2004/2/17 9:03
39098,Impress,ui,christian.guenther,CLOSED,FIXED,impress crashes on this document,2005/1/31 17:27
48457,Impress,ui,wolframgarten,CLOSED,FIXED,Impress: Deleting inserted OLE shape results in GPF,2005/5/11 7:51
57946,Impress,ui,christian.guenther,CLOSED,FIXED,Slide transition in presentations with graphics doesn't works correct.,2005/11/22 10:08
20378,Installation,code,olaf-openoffice,CLOSED,FIXED,Q-PCD ConfigAdminDeploy-43: multi language installation,2004/12/8 8:55
39916,Impress,ui,christian.guenther,CLOSED,FIXED,crash when change to outline view,2005/1/31 17:29
2052,Infrastructure,_openoffice.org administrative interface (obsolete),non-migrated,CLOSED,FIXED,Audit Log doesn't work anymore,2003/12/6 14:52
55411,Math,code,eric.savary,CLOSED,FIXED,Crash choosing symbols from Selection pallette with accessibility on,2013/8/7 14:55
40108,Impress,open-import,christian.guenther,CLOSED,FIXED,Crash / freez  when I import a ppt file with fontwork,2005/1/31 13:41
2857,Internationalization,ui,hennes.rohling,CLOSED,FIXED,Copy and Paste between non OpenOffice windows and OpenOffice should retain encoding,2003/11/4 18:41
3848,Infrastructure,Downloads,non-migrated,CLOSED,FIXED,ssh key for upload area,2003/12/6 14:52
24469,Installation,code,Joost.Andrae,CLOSED,FIXED,include dutch spelling and abbreviation lists (GPL license issue solved),2006/5/5 11:20
7294,Infrastructure,Website general issues,lsuarezpotts,CLOSED,FIXED,Produce W3C validated HTML and CSS code for the websites core,2010/8/25 12:36
66416,Impress,save-export,christian.guenther,CLOSED,FIXED,warnings01 Crash when I export a document with custom shapes to PPT,2006/6/28 9:48
89513,Infrastructure,Website general issues,non-migrated,CLOSED,FIXED,Please update my DSA ssh key,2009/11/3 8:56
56371,Impress,ui,sven.jacobi,CLOSED,FIXED,Crash while text edit and creating slide with running online spellchecker,2006/1/12 16:02
586,Infrastructure,_openoffice.org CVS (obsolete),non-migrated,CLOSED,FIXED,cvs browsing of framework/res broken,2003/12/6 14:52
37080,Installation,ui,uwe.luebbers,CLOSED,FIXED,Register new document types,2004/12/13 12:48
42487,Installation,code,michael.cziebalski,CLOSED,FIXED,Crash when opening the FileDialog,2005/3/7 13:55
95274,Impress,save-export,wolframgarten,CLOSED,FIXED,saving this odp to ppt causes impress to crash,2008/12/16 22:00
62376,Installation,code,olaf-openoffice,CLOSED,FIXED,debian menuintegration deb is missing,2006/2/22 9:55
33828,Installation,ui,olaf-openoffice,CLOSED,FIXED,OpenOffice file formats are not assigned during installation,2004/9/21 15:21
6900,Impress,code,christian.guenther,CLOSED,FIXED,"Delete before write, no backup file breaks on FULL filesystem",2003/9/8 16:54
6784,Impress,ui,christian.guenther,CLOSED,FIXED,More shapes in drawing toolbar,2006/10/31 15:56
22982,Impress,code,christian.guenther,CLOSED,FIXED,ImpressPhotoAlbum as "Template" crashes OO,2004/7/14 17:13
64360,Impress,ui,wolframgarten,CLOSED,FIXED,crash after set text format in outline view,2006/5/8 9:00
59403,Impress,open-import,christian.guenther,CLOSED,FIXED,<presentation:sound> is lost when importing OOo1.1 sxi file,2006/4/7 16:28
53237,Impress,ui,wolframgarten,CLOSED,FIXED,Assertion and Crash: ImpPageListWatcher::GetSdPage(PK_NOTES):,2010/10/23 15:35
46175,Math,code,michael.ruess,CLOSED,FIXED,OOo writer freezes with equation from MSO,2013/8/7 14:55
1515,Infrastructure,_openoffice.org CVS (obsolete),non-migrated,CLOSED,FIXED,no tag permission for user rt in dba project,2013/8/7 15:24
38492,Impress,ui,wolframgarten,CLOSED,FIXED,Crash when saving template in current format,2004/12/10 9:05
47287,Infrastructure,Website general issues,non-migrated,CLOSED,FIXED,<<<<< index.html appears at the top of page,2006/9/12 6:39
57971,Impress,programming,wolframgarten,CLOSED,FIXED,crash after change Property for some custom animation,2005/11/18 12:35
22428,Infrastructure,Upgrade,stx123,CLOSED,FIXED,Default IZ permissions don't allow comments on issues,2003/12/6 14:52
41527,Impress,ui,christian.guenther,CLOSED,FIXED,"From ToByActivity::FromToByActivity(): From and one of To or By, or To or By alone must be valid",2005/4/8 10:02
38760,Impress,ui,christian.guenther,CLOSED,FIXED,Crash when I load an Impress file and change the view,2005/2/2 13:10
47956,Installation,ui,ivo.hinkelmann,CLOSED,FIXED,Remove ugly German string in instsetoo_native,2007/1/8 17:38
63649,lingucomponent,other,stefan.baltzer,CLOSED,FIXED,hyphenator does nothing,2006/5/19 12:39
31854,Impress,ui,christian.guenther,CLOSED,FIXED,presentation shows multi pane view in presentation mode,2004/11/17 16:38
119,Infrastructure,_openoffice.org administrative interface (obsolete),non-migrated,CLOSED,FIXED,Project Owners are not able to add new modules to their project,2007/9/23 14:44
47440,Internationalization,ui,ulf.stroehler,CLOSED,FIXED,starsuite uses zh_CN messages on zh_HK locale,2013/8/7 15:00
89075,Infrastructure,_openoffice.org CVS (obsolete),non-migrated,CLOSED,FIXED,"add hyphen, hunspell alias",2008/12/12 8:14
37081,Installation,ui,uwe.luebbers,CLOSED,FIXED,Register templates for new document types,2004/12/13 12:51
58303,Infrastructure,Mailing lists,non-migrated,CLOSED,FIXED,mails from certain domains get rejected/bounced,2007/2/20 4:34
25125,Infrastructure,_openoffice.org CVS (obsolete),non-migrated,CLOSED,FIXED,CVSROOT content mismatch with actual configuration,2004/5/24 12:45
42403,Impress,code,thomas.klarhoefer,CLOSED,FIXED,Office crash after insert an OLE and close into edit mode,2005/4/18 11:44
95286,Impress,open-import,wolframgarten,CLOSED,FIXED,impress crashes opening this powerpoint file,2009/1/25 20:41
54607,Impress,code,wolframgarten,CLOSED,FIXED,Graphics never swap out after rendering,2005/11/10 13:35
6691,Infrastructure,_openoffice.org CVS (obsolete),non-migrated,CLOSED,FIXED,cvsup synvcs is performing to many operations,2003/12/6 14:52
42960,Impress,editing,christian.guenther,CLOSED,FIXED,Crash when playing animations,2005/4/21 11:12
53165,Impress,ui,wolframgarten,CLOSED,FIXED,Drag'n'Drop of multi-selection in outliner crashes office,2005/8/13 14:16
32813,Installation,code,olaf-openoffice,CLOSED,FIXED,bad filter configuration disallow OO to start,2005/2/8 10:54
38327,Impress,ui,wolframgarten,CLOSED,FIXED,Crash when inserting object on new slide,2004/12/10 9:07
27626,Infrastructure,Website general issues,non-migrated,CLOSED,FIXED,Users registering for the site are not added to "Registered Users",2006/11/15 21:23
12113,Impress,code,wolframgarten,CLOSED,FIXED,OO aborts: Invalid charcter [sic] during XML-Export (ppt->svg),2013/8/7 15:20
47089,Impress,open-import,wolframgarten,CLOSED,FIXED,impress crashes with 'com::sun::star::beans::UnknownPropertyException' when loading presentation from version 1.9.79,2005/4/20 8:31
58580,Impress,ui,christian.guenther,CLOSED,FIXED,crash when I try to load an deleted template.,2013/8/7 15:20
27007,Infrastructure,Mailing lists,non-migrated,CLOSED,FIXED,A sublist can be subscribed to itself,2006/10/5 10:57
92070,Impress,ui,marc.neumann,RESOLVED,FIXED,Crash when inserting table data into fresh slide in slide pane,2008/8/5 18:12
81475,Internationalization,ui,aijin.kim,CLOSED,FIXED,[ZH_CN] UI strings need to modify,2013/8/7 15:02
943,Infrastructure,Mailing lists,non-migrated,RESOLVED,FIXED,Deny messages with attachment on <any list>@openoffice.org,2009/1/23 6:38
64608,Installation,code,pavel,CLOSED,FIXED,current m164: debian.debflag is 0 Bytes!,2006/4/21 12:36
10390,Internationalization,BiDi,michael.ruess,CLOSED,FIXED,Hebrew RTF file from OO can not be opened by other appliactions,2013/8/7 15:02
31414,Impress,ui,christian.guenther,CLOSED,FIXED,crash when I cancel the modify layout dialog.,2004/8/17 15:02
38176,Installation,code,ruediger.timm,CLOSED,FIXED,W32-tcsh: Build of postprocess fails,2005/1/4 14:28
24101,Infrastructure,Bugzilla,non-migrated,CLOSED,FIXED,"xml-export failed, wrong character, non UTF-8",2004/7/6 18:34
54593,Impress,editing,wolframgarten,CLOSED,FIXED,"crash: drag slides bewtween 2 impress presentation, close one, save other",2005/11/10 13:40
34449,Impress,open-import,christian.guenther,CLOSED,FIXED,Asserton when I load a OOo 1.0 File.,2005/2/3 17:20
58517,Impress,ui,wolframgarten,CLOSED,FIXED,Impress crashes on document open with gtk plug,2013/8/7 15:20
38307,Impress,ui,christian.guenther,CLOSED,FIXED,Crash when I select Form functions with CTRL+a,2005/2/2 13:17
48659,Impress,ui,wolframgarten,CLOSED,FIXED,Graphics-Interaction-Calls : Uncontrolled execution of possibly harmful code.,2005/5/12 11:27
41272,Impress,code,wolframgarten,CLOSED,FIXED,application crashes when closing document after selecting tabs,2005/2/17 12:16
60851,Impress,editing,oc,CLOSED,FIXED,Crash when end edit note of inserted "Spreadsheet",2013/8/7 15:20
78532,Infrastructure,Mailing lists,non-migrated,CLOSED,FIXED,mails with encrypted zip attachments are silently filtered,2012/4/13 5:37
1523,Infrastructure,Bugzilla,non-migrated,CLOSED,FIXED,Quick BugID access is missing,2003/12/27 10:23
38928,Installation,code,olaf-openoffice,CLOSED,FIXED,Remove configimport actions for windows,2005/1/10 11:22
34485,Impress,ui,christian.guenther,CLOSED,FIXED,crash when I delete all slides in the slide sorter and change to the normal view.,2005/1/24 15:20
1651,Internationalization,www,eric.savary,CLOSED,FIXED,Cut-&-Paste CJK Characters causing soffice unrecoverable error,2013/8/7 15:00
70396,Impress,ui,christian.guenther,CLOSED,FIXED,CTRL-SHIFT-F5 does not call navigator in running pres anymore,2007/8/31 13:11
73323,Infrastructure,Mailing lists,non-migrated,CLOSED,FIXED,Mail slow,2008/5/17 23:32
23325,Infrastructure,Bugzilla,non-migrated,CLOSED,FIXED,"Issuezilla, By default, Initial state is NEW when create a new issue, not UNCONFIRMED",2006/2/15 14:08
57858,Impress,ui,wolframgarten,CLOSED,FIXED,Freeze on solaris when running presentation with bugdoc,2013/8/7 15:20
20367,Installation,code,michael.cziebalski,CLOSED,FIXED,Q-PCD ConfigAdminDeploy-7:  native installer,2004/8/10 10:18
63957,Impress,ui,christian.guenther,CLOSED,FIXED,Text formating bar is inactive in outline view,2006/5/9 16:53
92239,Impress,code,thomas.klarhoefer,CLOSED,FIXED,Office hangs or crashes when opening certain .pptx file,2008/10/31 14:27
14383,Internationalization,code,oc,CLOSED,FIXED,Provide correct sk_SK.xml locale,2013/8/7 15:02
36911,Installation,code,uwe.luebbers,CLOSED,FIXED,Crash when starting SO/OOo from Windows start menu,2004/12/13 12:38
680,Infrastructure,Mailing lists,non-migrated,CLOSED,FIXED,dev@website.openoffice.org not working,2003/12/6 14:52
56571,Infrastructure,Website general issues,non-migrated,CLOSED,FIXED,Provide logfiles for reverse-proxies (squid),2006/11/6 12:12
36640,Impress,ui,wolframgarten,CLOSED,FIXED,loading slide design brings runtime error,2004/12/13 9:07
34452,Impress,open-import,christian.guenther,CLOSED,FIXED,Assertion when I load a OOo1.0 file,2005/2/3 17:19
18067,Installation,code,nesshof,CLOSED,FIXED,README misformatted,2003/9/8 16:53
31401,Impress,code,wolframgarten,CLOSED,FIXED,Closing office brings a crash,2004/8/11 12:53
69278,Internationalization,ui,ivo.hinkelmann,CLOSED,FIXED,The translation for the online update function is missing.,2013/8/7 15:01
48263,Impress,ui,wolframgarten,CLOSED,FIXED,Crash when switching between write protect and edit file,2005/5/10 13:47
26747,Impress,code,christian.guenther,CLOSED,FIXED,exported document hangs OO.o on 'Slide show',2004/4/30 9:39
33142,Impress,code,christian.guenther,CLOSED,FIXED,transparency gradients not correctly saved in new format,2004/12/1 17:20
45163,Installation,code,stefan.baltzer,CLOSED,FIXED,Bullet symbols on some systems not displayed in OpenSymbol font,2005/10/18 11:39
6415,Infrastructure,Downloads,non-migrated,CLOSED,FIXED,Sync of file/dir removal doesn't work,2003/12/6 14:52
8498,Installation,ui,olaf-openoffice,CLOSED,FIXED,Solaris CDE Integration Broken,2003/9/8 16:53
38470,Math,ui,stefan.baltzer,CLOSED,FIXED,Math object is sized dramatically wrongly on formula input,2013/8/7 14:55
62001,Infrastructure,Mailing lists,non-migrated,CLOSED,FIXED,my mails don't get thorough to the mailinglists [post mortem],2007/4/6 18:20
43389,Impress,code,christian.guenther,CLOSED,FIXED,OLE server started when loading PowerPoint document,2005/4/18 15:59
55921,Installation,code,helge.delfs,CLOSED,FIXED,Patching of 'administrative Installation' without Admin-rights should be possible,2005/10/21 7:26
98168,Installation,code,olaf-openoffice,CLOSED,FIXED,DEV300m39 installs as DEV 3.0 instead of 3.1,2009/2/13 12:17
12834,Infrastructure,Mailing lists,non-migrated,CLOSED,FIXED,No archiving of mails for users@de.openoffice.org,2004/2/10 21:11
46907,Impress,ui,wolframgarten,CLOSED,FIXED,Showstopper: Crash when closing impress after deleting slides,2005/4/20 8:39
34248,Impress,ui,christian.guenther,CLOSED,FIXED,crash when I assign a slide transition and open the preview,2005/3/11 15:47
89121,Installation,code,stefan.baltzer,CLOSED,FIXED,"Process required, to add language specific extensions ...",2008/8/25 16:16
59239,Impress,ui,wolframgarten,CLOSED,FIXED,Crash when using insert special under solaris,2013/8/7 15:20
4353,Impress,code,nesshof,CLOSED,FIXED,some slide transitions freeze the slide show,2004/2/17 9:03
4273,Infrastructure,Bugzilla,non-migrated,CLOSED,FIXED,Procedure for answering email letters regarding issues should be stated in email,2009/3/30 23:39
29496,Impress,ui,christian.guenther,CLOSED,FIXED,ESC freeze the running presentation,2004/6/18 14:20
74309,lingucomponent,other,issues,RESOLVED,FIXED,distribution of hyph_nl_NL.dic violates the LPPL,2011/12/2 5:07
77977,Impress,configuration,christian.guenther,CLOSED,FIXED,select hide slide as custom slide causes OOo Impress end,2008/2/6 11:48
51969,Impress,code,wolframgarten,CLOSED,FIXED,Crash in Impress,2005/10/14 14:48
48778,Impress,editing,christian.guenther,CLOSED,FIXED,Disappearing empty text boxes when switching between slides,2005/7/19 14:34
47994,Infrastructure,Website general issues,lsuarezpotts,CLOSED,FIXED,I  need this key added to CVS access,2006/7/5 0:41
36146,Impress,ui,wolframgarten,CLOSED,FIXED,Freezing application when starting impress OLE in writer,2004/11/25 16:05
46087,Internationalization,code,michael.ruess,CLOSED,FIXED,Complex script runs in exported .doc file are undisplayable in Word 2003,2013/8/7 15:00
